"Inventory Reference","Inventories/Location","Inventories/Product","Inventories / Counted Quantity"
,"ASB/Stock","4935421253260",0
,"ASB/Stock","4935421253284",0
,"ASB/Stock","4935421253291",0
,"ASB/Stock","4935421253314",0
,"ASB/Stock","4935421255837",0
,"ASB/Stock","4935421255905",0
,"ASB/Stock","4935421255912",0
,"ASB/Stock","4935421255929",0
,"ASB/Stock","4935421260640",0
,"ASB/Stock","4964259029044",0
,"ASB/Stock","4992944211047",0
,"ASB/Stock","4992944213775",0
,"ASB/Stock","4992944213782",0
,"ASB/Stock","4992944213799",0
,"ASB/Stock","4992944213805",0
,"ASB/Stock","4992944214154",0
,"ASB/Stock","4992944214185",0
,"ASB/Stock","4992944214208",0
,"ASB/Stock","4992944214673",0
,"ASB/Stock","5000386008466",0
,"ASB/Stock","5000386101310",0
,"ASB/Stock","5000386111838",0
,"ASB/Stock","5000386147745",0
,"ASB/Stock","505009001673-400",0
,"ASB/Stock","505009001673-800",0
,"ASB/Stock","5052197009538",0
,"ASB/Stock","5052197023350",0
,"ASB/Stock","560515002124-400",0
,"ASB/Stock","560515002124-800",0
,"ASB/Stock","560515003124-400",0
,"ASB/Stock","560515003124-800",0
,"ASB/Stock","560615001124-400",0
,"ASB/Stock","560615001124-40012",0
,"ASB/Stock","560615001124-800",0
,"ASB/Stock","560615001124-8006",0
,"ASB/Stock","562209003673-400",0
,"ASB/Stock","562209003673-800",0
,"ASB/Stock","6902395207306",0
,"ASB/Stock","6902395207313",0
,"ASB/Stock","6902395207320",0
,"ASB/Stock","6902395232889",0
,"ASB/Stock","6902395232902",0
,"ASB/Stock","6902395232919",0
,"ASB/Stock","6902395232940",0
,"ASB/Stock","6902395234708",0
,"ASB/Stock","6902395234746",0
,"ASB/Stock","6902395238539",0
,"ASB/Stock","6902395255413",0
,"ASB/Stock","6902395255789",0
,"ASB/Stock","6902395260646",0
,"ASB/Stock","6902395305637",0
,"ASB/Stock","6902395305699",0
,"ASB/Stock","6902395305705",0
,"ASB/Stock","6902395305712",0
,"ASB/Stock","6902395305729",0
,"ASB/Stock","6902395305743",0
,"ASB/Stock","6902395305811",0
,"ASB/Stock","6902395305835",0
,"ASB/Stock","6902395305866",0
,"ASB/Stock","6902395305903",0
,"ASB/Stock","6902395305927",0
,"ASB/Stock","6902395305934",0
,"ASB/Stock","6902395307105",0
,"ASB/Stock","6902395307112",0
,"ASB/Stock","6902395307129",0
,"ASB/Stock","6902395307136",0
,"ASB/Stock","6902395307143",0
,"ASB/Stock","6902395307150",0
,"ASB/Stock","6902395307167",0
,"ASB/Stock","6902395307174",0
,"ASB/Stock","6902395307181",0
,"ASB/Stock","6902395307198",0
,"ASB/Stock","6902395307204",0
,"ASB/Stock","6902395307211",0
,"ASB/Stock","6902395307235",0
,"ASB/Stock","6902395307242",0
,"ASB/Stock","6902395307273",0
,"ASB/Stock","6902395315100",0
,"ASB/Stock","6902395315124",0
,"ASB/Stock","6902395315131",0
,"ASB/Stock","6902395315155",0
,"ASB/Stock","6902395315162",0
,"ASB/Stock","6902395315186",0
,"ASB/Stock","6902395322573",0
,"ASB/Stock","6902395322580",0
,"ASB/Stock","6902395338673",0
,"ASB/Stock","6902395338710",0
,"ASB/Stock","6902395346166",0
,"ASB/Stock","6902395356295",0
,"ASB/Stock","6902395358091",0
,"ASB/Stock","6902395358169",0
,"ASB/Stock","6902395358176",0
,"ASB/Stock","6902395358183",0
,"ASB/Stock","6902395358190",0
,"ASB/Stock","6902395371137",0
,"ASB/Stock","6902395371144",0
,"ASB/Stock","6902395371168",0
,"ASB/Stock","6902395371205",0
,"ASB/Stock","6902395371229",0
,"ASB/Stock","6902395371533",0
,"ASB/Stock","6902395371588",0
,"ASB/Stock","6902395371649",0
,"ASB/Stock","6902395371663",0
,"ASB/Stock","6902395371670",0
,"ASB/Stock","6902395371687",0
,"ASB/Stock","6902395371694",0
,"ASB/Stock","6902395392880",0
,"ASB/Stock","6902395392897",0
,"ASB/Stock","6902395392910",0
,"ASB/Stock","6902395392927",0
,"ASB/Stock","6902395392941",0
,"ASB/Stock","6902395392958",0
,"ASB/Stock","6902395392965",0
,"ASB/Stock","6902395392972",0
,"ASB/Stock","6902395392989",0
,"ASB/Stock","6902395392996",0
,"ASB/Stock","6902395395638",0
,"ASB/Stock","6902395395652",0
,"ASB/Stock","6902395395935",0
,"ASB/Stock","6902395398431",0
,"ASB/Stock","6902395398448",0
,"ASB/Stock","6902395398462",0
,"ASB/Stock","6902395398486",0
,"ASB/Stock","6902395398493",0
,"ASB/Stock","6902395398509",0
,"ASB/Stock","6902395398547",0
,"ASB/Stock","6902395398554",0
,"ASB/Stock","6902395416159",0
,"ASB/Stock","6902395416166",0
,"ASB/Stock","6902395416173",0
,"ASB/Stock","6902395416180",0
,"ASB/Stock","6902395416197",0
,"ASB/Stock","6902395416227",0
,"ASB/Stock","6902395420934",0
,"ASB/Stock","6902395420972",0
,"ASB/Stock","6902395420989",0
,"ASB/Stock","6902395427667",0
,"ASB/Stock","6902395431404",0
,"ASB/Stock","6902395431589",0
,"ASB/Stock","6902395431596",0
,"ASB/Stock","6902395431602",0
,"ASB/Stock","6902395433866",0
,"ASB/Stock","6902395433941",0
,"ASB/Stock","6902395433965",0
,"ASB/Stock","6902395437147",0
,"ASB/Stock","6902395437161",0
,"ASB/Stock","6902395438915",0
,"ASB/Stock","6902395438922",0
,"ASB/Stock","6902395438946",0
,"ASB/Stock","6902395438953",0
,"ASB/Stock","6902395438960",0
,"ASB/Stock","6902395440222",0
,"ASB/Stock","6902395440239",0
,"ASB/Stock","6902395442394",0
,"ASB/Stock","6902395442417",0
,"ASB/Stock","6902395442424",0
,"ASB/Stock","6902395444954",0
,"ASB/Stock","6902395444978",0
,"ASB/Stock","6902395444985",0
,"ASB/Stock","6902395445609",0
,"ASB/Stock","6902395445623",0
,"ASB/Stock","6902395445630",0
,"ASB/Stock","6902395445647",0
,"ASB/Stock","6902395445654",0
,"ASB/Stock","6902395447153",0
,"ASB/Stock","6902395449294",0
,"ASB/Stock","6902395449355",0
,"ASB/Stock","6902395449362",0
,"ASB/Stock","6902395449386",0
,"ASB/Stock","6902395449416",0
,"ASB/Stock","6902395449423",0
,"ASB/Stock","6902395449836",0
,"ASB/Stock","6902395449843",0
,"ASB/Stock","6902395449850",0
,"ASB/Stock","6902395449867",0
,"ASB/Stock","6902395450108",0
,"ASB/Stock","6902395451471",0
,"ASB/Stock","6902395453192",0
,"ASB/Stock","6902395454052",0
,"ASB/Stock","6902395454069",0
,"ASB/Stock","6902395454076",0
,"ASB/Stock","6902395454083",0
,"ASB/Stock","6902395454137",0
,"ASB/Stock","6902395454144",0
,"ASB/Stock","6902395454199",0
,"ASB/Stock","6902395454205",0
,"ASB/Stock","6902395454212",0
,"ASB/Stock","6902395454533",0
,"ASB/Stock","6902395454540",0
,"ASB/Stock","6902395454595",0
,"ASB/Stock","6902395454601",0
,"ASB/Stock","6902395454632",0
,"ASB/Stock","6902395455097",0
,"ASB/Stock","6902395455103",0
,"ASB/Stock","6902395455127",0
,"ASB/Stock","6902395455462",0
,"ASB/Stock","6902395455738",0
,"ASB/Stock","6902395462026",0
,"ASB/Stock","6902395462071",0
,"ASB/Stock","6902395462088",0
,"ASB/Stock","6902395465928",0
,"ASB/Stock","6902395465942",0
,"ASB/Stock","6902395465966",0
,"ASB/Stock","6902395465973",0
,"ASB/Stock","6902395465980",0
,"ASB/Stock","6902395465997",0
,"ASB/Stock","6902395466000",0
,"ASB/Stock","6902395472452",0
,"ASB/Stock","6902395472469",0
,"ASB/Stock","6902395472476",0
,"ASB/Stock","6902395472483",0
,"ASB/Stock","6902395472490",0
,"ASB/Stock","6902395472506",0
,"ASB/Stock","6902395472513",0
,"ASB/Stock","6902395472520",0
,"ASB/Stock","6902395472537",0
,"ASB/Stock","6902395472544",0
,"ASB/Stock","6902395472551",0
,"ASB/Stock","6902395472568",0
,"ASB/Stock","6902395472575",0
,"ASB/Stock","6902395472582",0
,"ASB/Stock","6902395472599",0
,"ASB/Stock","6902395472605",0
,"ASB/Stock","6902395472612",0
,"ASB/Stock","6902395472629",0
,"ASB/Stock","6902395472636",0
,"ASB/Stock","6902395472643",0
,"ASB/Stock","6902395480457",0
,"ASB/Stock","6902395480464",0
,"ASB/Stock","6902395480471",0
,"ASB/Stock","6902395480488",0
,"ASB/Stock","6902395482307",0
,"ASB/Stock","6902395482321",0
,"ASB/Stock","6902395482345",0
,"ASB/Stock","6902395482352",0
,"ASB/Stock","6902395482369",0
,"ASB/Stock","6902395482376",0
,"ASB/Stock","6902395482383",0
,"ASB/Stock","6902395482406",0
,"ASB/Stock","6902395482420",0
,"ASB/Stock","6902395482437",0
,"ASB/Stock","6902395487029",0
,"ASB/Stock","6902395490579",0
,"ASB/Stock","6902395491170",0
,"ASB/Stock","6902395491224",0
,"ASB/Stock","6902395495581",0
,"ASB/Stock","6902395495611",0
,"ASB/Stock","6902395496793",0
,"ASB/Stock","6902395501916",0
,"ASB/Stock","6902395501930",0
,"ASB/Stock","6902395501947",0
,"ASB/Stock","6902395504108",0
,"ASB/Stock","6902395504115",0
,"ASB/Stock","6902395504122",0
,"ASB/Stock","6902395504146",0
,"ASB/Stock","6902395504177",0
,"ASB/Stock","6902395504184",0
,"ASB/Stock","6902395504191",0
,"ASB/Stock","6902395504207",0
,"ASB/Stock","6902395504221",0
,"ASB/Stock","6902395504245",0
,"ASB/Stock","6902395506621",0
,"ASB/Stock","6902395506652",0
,"ASB/Stock","6902395506676",0
,"ASB/Stock","6902395506683",0
,"ASB/Stock","6902395506690",0
,"ASB/Stock","6902395506706",0
,"ASB/Stock","6902395506713",0
,"ASB/Stock","6902395506720",0
,"ASB/Stock","6902395506751",0
,"ASB/Stock","6902395506768",0
,"ASB/Stock","6902395506782",0
,"ASB/Stock","6902395506799",0
,"ASB/Stock","6902395506812",0
,"ASB/Stock","6902395506829",0
,"ASB/Stock","6902395506836",0
,"ASB/Stock","6902395506843",0
,"ASB/Stock","6902395510154",0
,"ASB/Stock","6902395510178",0
,"ASB/Stock","6902395510208",0
,"ASB/Stock","6902395510215",0
,"ASB/Stock","6902395510222",0
,"ASB/Stock","6902395510239",0
,"ASB/Stock","6902395613930",0
,"ASB/Stock","6902395613947",0
,"ASB/Stock","6902395613954",0
,"ASB/Stock","6902395613961",0
,"ASB/Stock","6902395613978",0
,"ASB/Stock","6902395614623",0
,"ASB/Stock","6902395614722",0
,"ASB/Stock","6902395618089",0
,"ASB/Stock","6902395618096",0
,"ASB/Stock","6902395618102",0
,"ASB/Stock","6902395618119",0
,"ASB/Stock","6902395618126",0
,"ASB/Stock","6902395618133",0
,"ASB/Stock","6902395618140",0
,"ASB/Stock","6902395618157",0
,"ASB/Stock","6902395618164",0
,"ASB/Stock","6902395618256",0
,"ASB/Stock","6902395618263",0
,"ASB/Stock","6902395618270",0
,"ASB/Stock","6902395618287",0
,"ASB/Stock","6902395618294",0
,"ASB/Stock","6902395618300",0
,"ASB/Stock","6902395618317",0
,"ASB/Stock","6902395618324",0
,"ASB/Stock","6902395620976",0
,"ASB/Stock","6902395620983",0
,"ASB/Stock","6902395620990",0
,"ASB/Stock","6902395621003",0
,"ASB/Stock","6902395621010",0
,"ASB/Stock","6902395621027",0
,"ASB/Stock","6902395624585",0
,"ASB/Stock","6902395624592",0
,"ASB/Stock","6902395624608",0
,"ASB/Stock","6902395624615",0
,"ASB/Stock","6902395624622",0
,"ASB/Stock","6902395624639",0
,"ASB/Stock","6902395624646",0
,"ASB/Stock","6902395624653",0
,"ASB/Stock","6902395624660",0
,"ASB/Stock","6902395624677",0
,"ASB/Stock","6902395624851",0
,"ASB/Stock","6902395624882",0
,"ASB/Stock","6902395624899",0
,"ASB/Stock","6902395624905",0
,"ASB/Stock","6902395624929",0
,"ASB/Stock","6902395624936",0
,"ASB/Stock","6902395624943",0
,"ASB/Stock","6902395624981",0
,"ASB/Stock","6902395624998",0
,"ASB/Stock","6902395626985",0
,"ASB/Stock","6902395626992",0
,"ASB/Stock","6902395627005",0
,"ASB/Stock","6902395627012",0
,"ASB/Stock","6902395627029",0
,"ASB/Stock","6902395627036",0
,"ASB/Stock","6902395627043",0
,"ASB/Stock","6902395627050",0
,"ASB/Stock","6902395627067",0
,"ASB/Stock","6902395627074",0
,"ASB/Stock","6902395629603",0
,"ASB/Stock","6902395636519",0
,"ASB/Stock","6902395636533",0
,"ASB/Stock","6902395637455",0
,"ASB/Stock","6902395637479",0
,"ASB/Stock","6902395637516",0
,"ASB/Stock","6902395642602",0
,"ASB/Stock","6902395642619",0
,"ASB/Stock","6902395642626",0
,"ASB/Stock","6902395642633",0
,"ASB/Stock","6902395642657",0
,"ASB/Stock","6902395642664",0
,"ASB/Stock","6902395642671",0
,"ASB/Stock","6902395642688",0
,"ASB/Stock","6902395642695",0
,"ASB/Stock","6902395649731",0
,"ASB/Stock","6902395649762",0
,"ASB/Stock","6902395666547",0
,"ASB/Stock","6902395666554",0
,"ASB/Stock","6902395666578",0
,"ASB/Stock","6902395666585",0
,"ASB/Stock","6902395666677",0
,"ASB/Stock","6902395666721",0
,"ASB/Stock","6902395666745",0
,"ASB/Stock","6902395682806",0
,"ASB/Stock","6902395682813",0
,"ASB/Stock","6902395682820",0
,"ASB/Stock","6902395682837",0
,"ASB/Stock","6902395682844",0
,"ASB/Stock","6902395682851",0
,"ASB/Stock","6902395682868",0
,"ASB/Stock","6902395682875",0
,"ASB/Stock","6902395682882",0
,"ASB/Stock","6902395682899",0
,"ASB/Stock","6902395682905",0
,"ASB/Stock","6902395682943",0
,"ASB/Stock","6902395682981",0
,"ASB/Stock","6902395706311",0
,"ASB/Stock","6902395706410",0
,"ASB/Stock","6902395706663",0
,"ASB/Stock","6902395706861",0
,"ASB/Stock","6923492540134",0
,"ASB/Stock","6923492572456",0
,"ASB/Stock","6923492584596",0
,"ASB/Stock","6923492584602",0
,"ASB/Stock","6923492584619",0
,"ASB/Stock","6923492589058",0
,"ASB/Stock","6923492589348",0
,"ASB/Stock","6923492589355",0
